License Number,License Type,License Type Code,License Status,License Status Code,Issued Date,Effective Date,Expiration Date,Application Number,SEE Category,Entity Name,DBA,Location ID,Address Line 1,Address Line 2,City,State,Zip Code,County,Region,Latitude,Longitude,Business Website,Operational Status,Business Purpose,Tier Type,Processor Type,Cultivation Indoor,Cultivation Outdoor,Cultivation Mixed Light,Cultivation Combination,Cultivation Activities Drying Curing,Cultivation Activities Storage,Cultivation Activities Packaging,Cultivation Activities Waste Rendering,Processing Activities Extraction,Processing Activities Blending and Infusing,Processing Activities Packaging and Labeling,Processing Activities Branding,Retail Activities Sales with Delivery,Retail Activities Sales No Delivery,Retail Activities Non-Cannabis Products,Retail Activities Drive Thru,Retail Date Opened to Public,Hours of Operation,Primary Contact Name
OCM-DIST-25-000150,Adult-Use Distributor License,OCMDIST,Active,LICACT,02/19/2025 12:00:00 AM,02/19/2025 12:00:00 AM,02/19/2027 12:00:00 AM,OCMDIST-2023-000276,,5PC LLC,,A13474BA-4659-4556-AD6F-FCBDDBB45D50,,,,,,Orange,Mid-Hudson,,,,Active,Adult-Use Distribution,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Eric Lorandini
OCM-PROC-24-000187,Adult-Use Processor License,OCMPROC,Active,LICACT,11/12/2024 12:00:00 AM,11/12/2024 12:00:00 AM,11/12/2026 12:00:00 AM,OCMPROC-2023-000318,,5PC LLC,,4CB4B2E6-03E2-479D-879B-B530E55B40F7,,,,,,Orange,Mid-Hudson,,,,Active,Adult-Use Processing,,"Type 3 - Packaging, Labeling, and Branding",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,Eric Lorandini
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-000753,,6318 SAI ENTERPRISES INC,,65448CCD-177D-42E5-A23D-88632AB2EB8D,35 Wall St,,New York,NY,10005,New York,Manhattan,40.84287571,-73.29591349,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,PRASHANT PARIKH
OCM-RETL-24-000217,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,11/14/2024 12:00:00 AM,11/14/2024 12:00:00 AM,11/14/2026 12:00:00 AM,OCMRETL-2023-002039,Women-Owned Business,65-55 Woodhaven Licensing LLC,,63E00DE0-1E4A-403E-98F9-3ACFE6EF7CFA,65-55 Woodhaven Blvd,,Rego Park,NY,11374,Queens,Queens,40.71904,-73.86371,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Marina Katayeva
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-001511,,69 Graham Dispensary LLC,,1A1AF403-5E5C-4E0E-B94D-AFB3D9C9C31E,12 W 18th St,,New York,NY,10011,New York,Manhattan,40.738785,-73.99305,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Rubin Soodak
OCM-CAURD-23-000043,Adult-Use Conditional Retail Dispensary License,OCMCAURD22,Active,LICACT,12/29/2023 12:00:00 AM,12/29/2023 12:00:00 AM,12/29/2025 12:00:00 AM,OCMCAURDP-2023-000064,,716 Cannabis,,2F8828F6-7320-4380-A962-596BA0D12E60,5161 Camp Rd,,Hamburg,NY,14075,Erie,Western NY,42.74709573,-78.8520725,716Cannabisllc.com,Active,Adult-Use Retail Dispensary,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,01/02/2024 12:00:00 AM,Sun: 10:00 AM - 08:00 PM; Mon: 10:00 AM - 10:00 PM; Tues: 10:00 AM - 09:00 PM; Wed: 10:00 AM - 09:00 PM; Thurs: 10:00 AM - 09:00 PM; Fri: 10:00 AM - 09:00 PM; Sat: 10:00 AM - 09:00 PM,John Duncan
OCM-MICR-24-000171,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,10/09/2024 12:00:00 AM,10/09/2024 12:00:00 AM,10/09/2026 12:00:00 AM,OCMMICR-2023-000531,Women-Owned Business,716HomeGrowz LLC,,EDFB22D4-5BA9-4848-867D-2EA724A893D8,3786 Broadway St,,Cheektowaga,NY,14227,Erie,Western NY,42.904571,-78.738638,716homegrowz.com,Non-Operational,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution, Adult-Use Retail Sales",MICROBUS_INDOOR,"Extraction; Infusing and Blending; and Packaging, Labeling and Branding",1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,,,Scott DeCota
OCM-RETL-24-000133,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,07/15/2024 12:00:00 AM,07/15/2024 12:00:00 AM,07/15/2026 12:00:00 AM,OCMRETL-2023-001056,,716 M.J. LLC,Forever 4 20,DB0A37C9-B723-4FA5-A697-EB1B7381FE4F,1118 Pennsylvania Ave.,,Brooklyn,NY,11207,Kings,Brooklyn,40.65310769,-73.88694187,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,Wendy Francis
OCM-MICR-24-000019,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,03/04/2024 12:00:00 AM,03/04/2024 12:00:00 AM,03/04/2026 12:00:00 AM,OCMMICR-2023-000553,"Extra Priority, Individuals from a community disproportionately impacted by the enforcement of cannabis prohibition",716Sticky LLC,,B6675506-D5EE-4E53-9C41-C521F02E0EA6,,,,,,Erie,Western NY,,,,Active,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution",MICROBUS_INDOOR,Type 1 - Extracting,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,,,David Miller
OCM-MICR-24-000019,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,03/04/2024 12:00:00 AM,03/04/2024 12:00:00 AM,03/04/2026 12:00:00 AM,OCMMICR-2023-000553,"Extra Priority, Individuals from a community disproportionately impacted by the enforcement of cannabis prohibition",716Sticky LLC,,FDE3B544-C46D-47FB-A478-84C67B8784BB,356 Hopkins St Ste 420,,Buffalo,NY,14220,Erie,Western NY,42.847644,-78.832776,,Non-Operational,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution, Adult-Use Retail Sales",MICROBUS_INDOOR,Type 1 - Extracting,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,,,David Miller
,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,In-Process,Pending,,,,OCMCAURDP-2023-000168,,"718 Equity Enterprise, Inc.",,LID064,348 N Goodman St,,Rochester,NY,14607,Monroe,,43.15855729,-77.58536727,,Non-Operational,Adult-Use Retail Sales,,,,,,,,,,,,,,,,,,,,,
OCM-RETL-24-000022,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,03/21/2024 12:00:00 AM,03/21/2024 12:00:00 AM,03/21/2026 12:00:00 AM,OCMRETL-2023-001456,,7420 Utrecht LLC,Budd Barn,930E6E2F-D12E-490A-A035-44F5389BDB28,428 Broadway,,Monticello,NY,12701,Sullivan,Mid-Hudson,41.65557,-74.68614,,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,02/07/2025 12:00:00 AM,Sun: 10:00 AM - 06:00 PM; Mon: 10:00 AM - 08:00 PM; Tues: 10:00 AM - 08:00 PM; Wed: 10:00 AM - 08:00 PM; Thurs: 10:00 AM - 08:00 PM; Fri: 10:00 AM - 09:00 PM; Sat: 10:00 AM - 09:00 PM,Joseph Vierheller
OCM-CAURD-24-000056,Adult-Use Conditional Retail Dispensary License,OCMCAURD22,Active,LICACT,01/24/2024 12:00:00 AM,01/24/2024 12:00:00 AM,01/24/2026 12:00:00 AM,OCMCAURDP-2023-000098,,7 Point Dispensary INC.,,033F64DE-F75A-4917-A64E-74AC1F20A686,332 Northern Blvd,,Albany,NY,12204,Albany,Capital District,,,,Active,Adult-Use Retail Dispensary,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,02/02/2024 12:00:00 AM,Sun: 08:00 AM - 04:00 PM; Mon: 09:00 AM - 09:00 PM; Tues: 09:00 AM - 09:00 PM; Wed: 09:00 AM - 09:00 PM; Thurs: 09:00 AM - 11:00 PM; Fri: 09:00 AM - 11:00 PM; Sat: 08:00 AM - 11:00 PM,Christine Richardson
OCM-CAURD-24-000148,Adult-Use Conditional Retail Dispensary License,OCMCAURD22,Active,LICACT,05/17/2024 12:00:00 AM,05/17/2024 12:00:00 AM,05/17/2026 12:00:00 AM,OCMCAURDP-2023-000119,,82-J LLC,,869E959E-EAA0-430E-A9C6-CE215029E6F9,1673 Hertle Avenue,,Buffalo,NY,14216,Erie,Western NY,,,,Active,Adult-Use Retail Dispensary,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12/02/2024 12:00:00 AM,Sun: 10:00 AM - 10:00 PM; Mon: 10:00 AM - 10:00 PM; Tues: 10:00 AM - 10:00 PM; Wed: 10:00 AM - 10:00 PM; Thurs: 10:00 AM - 10:00 PM; Fri: 10:00 AM - 10:00 PM; Sat: 10:00 AM - 10:00 PM,Jorge Vasquez
OCM-RETL-24-000059,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,04/17/2024 12:00:00 AM,04/17/2024 12:00:00 AM,04/17/2026 12:00:00 AM,OCMRETL-2023-001581,Minority-Owned Business,844 Route 211 LLC,,6A2EACDF-7888-4642-9593-C2F99D1940FC,1326 County Route 12,,New Hampton,NY,10958,Orange,Mid-Hudson,41.381977,-74.425585,,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,08/12/2024 12:00:00 AM,Sun: 10:00 AM - 08:00 PM; Mon: 09:00 AM - 09:00 PM; Tues: 09:00 AM - 09:00 PM; Wed: 09:00 AM - 09:00 PM; Thurs: 09:00 AM - 09:00 PM; Fri: 09:00 AM - 09:00 PM; Sat: 09:00 AM - 09:00 PM,Wei Hu
OCM-MICR-25-000239,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,03/25/2025 12:00:00 AM,03/25/2025 12:00:00 AM,03/25/2027 12:00:00 AM,OCMMICR-2023-000303,Women-Owned Business,845 Organics LLC,High Winds Farm,37F5C1D6-09DA-4950-9B1E-67F6762D3117,,,,,,Ulster,Mid-Hudson,,,,Active,"Adult-Use Cultivation, Adult-Use Distribution",MICROBUS_OUTDOOR,,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,,Joshua Armour
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-001035,,873 SHYAMAL INTERNATIONAL INC,,13B0321D-0DC9-45DB-AE75-4E0B4D75EB7D,87 N Country Rd Ste 3,,Miller Place,NY,11764,Suffolk,Long Island,40.958496,-73.004132,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,PRASHANT PARIKH
,Adult-Use Microbusiness License,OCMMICR,In-Process,Pending,,,,OCMMICR-2023-000371,,8 Legacies Inc.,,03162D35-357B-4932-9822-52A04A716825,,,,,,Bronx,Bronx,,,,Non-Operational,"Adult-Use Processing, Adult-Use Distribution",MICROBUS_INDOOR,"Extraction; Infusing and Blending; and Packaging, Labeling and Branding",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,,,Patricia Higgins
,Adult-Use Microbusiness License,OCMMICR,In-Process,Pending,,,,OCMMICR-2023-000371,,8 Legacies Inc.,,9DBF35BA-5088-4EE9-97EE-0FAD22DE7622,3211 Philip Ave,,Bronx,NY,10465,Bronx,Bronx,40.830833,-73.817778,,Non-Operational,"Adult-Use Cultivation, Adult-Use Retail Sales",MICROBUS_INDOOR,,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,,Patricia Higgins
OCM-RETL-24-000114,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,06/21/2024 12:00:00 AM,06/21/2024 12:00:00 AM,06/21/2026 12:00:00 AM,OCMRETL-2023-001074,Service-Disabled Veteran-Owned Business,960 bloomingdale road LLC,The Flowery,521F71A2-57BA-4AF7-834E-BE927D27E269,2059 Richmond Ave,,Staten Island,NY,10314,Richmond,Richmond,40.5832,-74.1655,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,michael zaccari
OCM-PROC-25-000267,Adult-Use Processor License,OCMPROC,Active,LICACT,02/21/2025 12:00:00 AM,02/21/2025 12:00:00 AM,02/21/2027 12:00:00 AM,OCMPROC-2023-000239,Minority-Owned Business,99th Floor Products LLC,,C41C18B7-5005-491C-B0BD-CA04FB8050FB,,,,,,Kings,Brooklyn,,,,Active,Adult-Use Processing,,"Packaging; Labeling and Branding, including for the exclusive performance of white labeling agreements",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,Miguel Trinidad
OCM-RETL-24-000265,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,12/16/2024 12:00:00 AM,12/16/2024 12:00:00 AM,12/16/2026 12:00:00 AM,OCMRETL-2023-000901,"Minority-Owned Business, Women-Owned Business",A2B Luxury LLC,,CCBD99CF-81BF-4D51-99EA-24A0E752FAB0,356 Broadway,,Kingston,NY,12401,Ulster,Mid-Hudson,41.92626669,-73.99366667,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,Trevonne Gilliard
,Adult-Use Microbusiness License,OCMMICR,In-Process,Pending,,,,OCMMICR-2023-000455,,"A2S Nation, LLC",,2EA69823-A4C4-4054-9864-183C921F3134,,,,,,Rockland,Mid-Hudson,,,,Non-Operational,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution",MICROBUS_INDOOR,"Packaging; Labeling and Branding, including for the exclusive performance of white labeling agreements",1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,,,Astride Jean-Gilles
OCM-RETL-24-000178,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,09/17/2024 12:00:00 AM,09/17/2024 12:00:00 AM,09/17/2026 12:00:00 AM,OCMRETL-2023-001325,"Women-Owned Business, Minority-Owned Business",AA 301 W. 45th St Inc.,NY Cannabis Co,8CC139D9-0C19-4A96-8A64-2BF8679714FB,743 9th Ave,,New York,NY,10019,New York,Manhattan,40.76377,-73.989091,,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11/11/2024 12:00:00 AM,Sun: 10:00 AM - 08:00 PM; Mon: 10:00 AM - 08:00 PM; Tues: 10:00 AM - 08:00 PM; Wed: 10:00 AM - 08:00 PM; Thurs: 10:00 AM - 08:00 PM; Fri: 10:00 AM - 08:00 PM; Sat: 10:00 AM - 08:00 PM,Lintha Khan
OCM-RETL-24-000068,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,04/18/2024 12:00:00 AM,04/18/2024 12:00:00 AM,04/18/2026 12:00:00 AM,OCMRETL-2023-001848,Minority-Owned Business,AAR CANN LLC,,55BADC19-2464-4B0E-BB71-5C5D47960FEF,110-04 Jamaica Ave,,Queens,NY,11418,Queens,Queens,40.696216,-73.837693,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Ankit Bhasin
OCM-RETL-24-000001,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,02/22/2024 12:00:00 AM,02/22/2024 12:00:00 AM,02/22/2026 12:00:00 AM,OCMRETL-2023-001580,"Women-Owned Business, Minority-Owned Business",AB CANN LLC,,AF286271-F0DF-4039-AE96-A37C6EA5C22A,111 Cabot St,,West Babylon,NY,11704,Suffolk,Long Island,40.732909,-73.392231,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Sumira Bhasin
OCM-PT3B-25-000038,Adult-Use Processor Type Three-Branding,OCMPT3B,Active,LICACT,03/25/2025 12:00:00 AM,03/25/2025 12:00:00 AM,03/25/2027 12:00:00 AM,OCMPT3B-2024-000073,"Minority-Owned Business, Women-Owned Business","Absurd Exotics, Inc.",,,,,,,,,,,,,,,,Branding including for the exclusive performance of white labeling agreements,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Marianna Lo
OCM-CULT-24-000120,Adult-Use Cultivator License,OCMCULT,Active,LICACT,07/10/2024 12:00:00 AM,07/10/2024 12:00:00 AM,07/10/2026 12:00:00 AM,OCMCULT-2023-000359,,A.Bulfamante Nursery Resources LLC,,50D75598-9712-4976-8D3E-F0734DBABC33,,,,,,Ulster,Mid-Hudson,,,bulfamantelandscaping.com,Active,Adult-Use Cultivation,CCULT_OUTDOOR_T4,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Anthony Bulfamante
,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,In-Process,Pending,,,,OCMCAURDP-2024-000112,,A Cannaful Life LLC,,LID229,1547 Arthur Kill Road,,Staten Island,NY,10312,Richmond,,40.56266283,-74.19102313,,Non-Operational,Adult-Use Retail Sales,,,,,,,,,,,,,,,,,,,,,
OCM-CAURD-25-000258,Adult-Use Conditional Retail Dispensary License,OCMCAURD22,Active,LICACT,03/28/2025 12:00:00 AM,03/28/2025 12:00:00 AM,03/28/2027 12:00:00 AM,OCMCAURDP-2023-000150,,"A Classy Joint Cannabis, LLC",,47D7B5A0-4FD3-4C85-B0DB-3426345A5059,46 Ronald Reagan Blvd,,Warwick,NY,10990,Orange,Mid-Hudson,,,,Active,Adult-Use Retail Dispensary,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,04/28/2025 12:00:00 AM,Sun: 12:00 PM - 06:00 PM; Mon: 10:00 AM - 09:00 PM; Tues: 10:00 AM - 09:00 PM; Wed: 10:00 AM - 09:00 PM; Thurs: 10:00 AM - 09:00 PM; Fri: 10:00 AM - 09:00 PM; Sat: 10:00 AM - 09:00 PM,Dennis Fernando
OCM-CAURD-25-000243,Adult-Use Conditional Retail Dispensary License,OCMCAURD22,Active,LICACT,02/14/2025 12:00:00 AM,02/14/2025 12:00:00 AM,02/14/2027 12:00:00 AM,OCMCAURDP-2023-000111,,Actualize Dispensary Inc,Chelsea Cannabis Co.,02401C83-1AFE-47CB-914E-31F7DF40B9BE,104 7th Ave,,New York,NY,10011,New York,Manhattan,,,,Active,Adult-Use Retail Dispensary,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,02/28/2025 12:00:00 AM,Sun: 10:00 AM - 11:00 PM; Mon: 10:00 AM - 11:00 PM; Tues: 10:00 AM - 11:00 PM; Wed: 10:00 AM - 11:00 PM; Thurs: 10:00 AM - 11:00 PM; Fri: 10:00 AM - 11:00 PM; Sat: 10:00 AM - 11:00 PM,Daniel Morena
OCM-MICR-24-000212,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,12/19/2024 12:00:00 AM,12/19/2024 12:00:00 AM,12/19/2026 12:00:00 AM,OCMMICR-2023-000454,Women-Owned Business,Addie A Jenne,High Falls Garden,1350D95F-AF1C-43F9-8379-E09702E9549E,,,,,,Jefferson,North Country,,,,Active,Adult-Use Cultivation,MICROBUS_COMBINATION,Type 1 - Extracting,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,Addie Jenne
OCM-MICR-24-000212,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,12/19/2024 12:00:00 AM,12/19/2024 12:00:00 AM,12/19/2026 12:00:00 AM,OCMMICR-2023-000454,Women-Owned Business,Addie A Jenne,High Falls Garden,48AEDA95-1A1A-401C-8749-E279DF7AD1E3,,,,,,Jefferson,North Country,,,,Active,"Adult-Use Cultivation, Adult-Use Processing",MICROBUS_COMBINATION,Type 1 - Extracting,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,,,Addie Jenne
OCM-MICR-24-000212,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,12/19/2024 12:00:00 AM,12/19/2024 12:00:00 AM,12/19/2026 12:00:00 AM,OCMMICR-2023-000454,Women-Owned Business,Addie A Jenne,High Falls Garden,19D19322-5DD6-4BCF-ABE9-13EEE9F7D3E7,121B Commercial St,,Theresa,NY,13691,Jefferson,North Country,44.215492,-75.796849,,Non-Operational,"Adult-Use Processing, Adult-Use Distribution, Adult-Use Retail Sales",MICROBUS_COMBINATION,Type 1 - Extracting,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,,,Addie Jenne
,Adult-Use Distributor License,OCMDIST,In-Process,Pending,,,,OCMDIST-2023-000184,,"A.D. Green & Co., LLC",,B88048FA-8988-478F-9FB8-733ED34D8029,,,,,,Columbia,Capital District,,,,Non-Operational,Adult-Use Distribution,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Steve Pica
OCM-PROC-24-000152,Adult-Use Processor License,OCMPROC,Active,LICACT,10/17/2024 12:00:00 AM,10/17/2024 12:00:00 AM,10/17/2026 12:00:00 AM,OCMPROC-2023-000246,Women-Owned Business,"A.D. Green & Co., LLC",,5462E7CF-F35E-4E2A-8B20-21D55BFDE820,,,,,,Columbia,Capital District,,,,Active,Adult-Use Processing,,"Extraction; Infusing and Blending; and Packaging, Labeling and Branding",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,,,Anne Greenberger
OCM-MICR-24-000076,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,04/12/2024 12:00:00 AM,04/12/2024 12:00:00 AM,04/12/2026 12:00:00 AM,OCMMICR-2023-000428,,Adirondack Hemp LLC,,DF53516F-6AB0-4649-9D6D-6CA5C99CD9CF,,,,,,Washington,Capital District,,,https://adkhempfarms.com/,Active,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution",MICROBUS_INDOOR,"Type 3 - Packaging, Labeling, and Branding",1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,,,Scott Fish
OCM-PT3B-25-000024,Adult-Use Processor Type Three-Branding,OCMPT3B,Active,LICACT,03/25/2025 12:00:00 AM,03/25/2025 12:00:00 AM,03/25/2027 12:00:00 AM,OCMPT3B-2024-000027,,Adis Kolenovic,,,,,,,,,,,,instagram.com/caviarboutiquenyc,,,,Branding including for the exclusive performance of white labeling agreements,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Adis Kolenovic
OCM-DIST-24-000085,Adult-Use Distributor License,OCMDIST2,Active,LICACT,10/16/2024 12:00:00 AM,10/16/2024 12:00:00 AM,10/16/2026 12:00:00 AM,OCMDIST2-2024-000001,,Adonis Distribution Inc.,,84A81C4C-CB95-4257-993F-5C984269F656,,,,,,Fulton,Mohawk Valley,,,,Active,Adult-Use Distribution,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Joseph Hoenigmann
OCM-PROC-24-000063,Adult-Use Processor License,OCMPROC,Active,LICACT,07/17/2024 12:00:00 AM,07/17/2024 12:00:00 AM,07/17/2026 12:00:00 AM,OCMPROC-2023-000245,,Adonis Distribution Inc.,,5C7D3DDD-5396-4541-9543-DF5E187A7AAC,,,,,,Fulton,Mohawk Valley,,,,Active,Adult-Use Processing,,Type 2 - Infusing and Blending,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,,Joseph Hoenigmann
OCM-PROC-24-000229,Adult-Use Processor License,OCMPROC,Active,LICACT,12/12/2024 12:00:00 AM,12/12/2024 12:00:00 AM,12/12/2026 12:00:00 AM,OCMPROC-2023-000139,,Adsomo Co,,00790D9B-88B2-43C0-BEA9-267D4C04C0AF,,,,,,New York,Manhattan,,,adsomo.co,Active,Adult-Use Processing,,"Type 3 - Packaging, Labeling, and Branding",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,Paul Steketee
OCM-PROC-24-000229,Adult-Use Processor License,OCMPROC,Active,LICACT,12/12/2024 12:00:00 AM,12/12/2024 12:00:00 AM,12/12/2026 12:00:00 AM,OCMPROC-2023-000139,,Adsomo Co,,C528D28B-839A-44C1-9E16-5D86676D8B71,,,,,,Kings,Brooklyn,,,adsomo.co,Active,Adult-Use Processing,,"Type 3 - Packaging, Labeling, and Branding",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,Paul Steketee
OCM-MICR-24-000139,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,08/08/2024 12:00:00 AM,08/08/2024 12:00:00 AM,08/08/2026 12:00:00 AM,OCMMICR-2023-000912,Minority-Owned Business,Aeterna Cannabis LLC,Aeterna,E3C768E5-3C14-408F-896A-90B9837AC5CA,,,,,,Columbia,Capital District,,,aeternacannabis.com,Active,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution",MICROBUS_INDOOR,"Extraction; Infusing and Blending; and Packaging, Labeling and Branding",1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,,,John Ng
OCM-CAURD-24-000163,Adult-Use Conditional Retail Dispensary License,OCMCAURD22,Active,LICACT,07/12/2024 12:00:00 AM,07/12/2024 12:00:00 AM,07/12/2026 12:00:00 AM,OCMCAURDP-2023-000121,,AFI & Associates Group LLC,,59C16765-0822-427E-A16F-495C9428D7FF,2371 Central Park Ave,,Yonkers,NY,10710,Westchester,Mid-Hudson,,,,Active,Adult-Use Retail Dispensary,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,08/08/2024 12:00:00 AM,Sun: 09:00 AM - 09:00 PM; Mon: 09:00 AM - 09:00 PM; Tues: 09:00 AM - 09:00 PM; Wed: 09:00 AM - 09:00 PM; Thurs: 09:00 AM - 09:00 PM; Fri: 09:00 AM - 09:00 PM; Sat: 09:00 AM - 09:00 PM,Eduardo Fernandez
,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,In-Process,Pending,,,,OCMCAURDP-2024-000096,,"AFLI, LLC",,LID259,219 9th Ave,,New York,NY,10011,New York,,40.74701552,-74.0010295,,Non-Operational,Adult-Use Retail Sales,,,,,,,,,,,,,,,,,,,,,
,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,In-Process,Pending,,,,OCMCAURDP-2024-000106,,"AFNY, LLC",,LID219,"57 W 86th St, , Ny",,New York,NY,10024,New York,,40.78611825,-73.97113748,,Non-Operational,Adult-Use Retail Sales,,,,,,,,,,,,,,,,,,,,,
OCM-MICR-24-000092,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,06/14/2024 12:00:00 AM,06/14/2024 12:00:00 AM,06/14/2026 12:00:00 AM,OCMMICR-2023-000546,,Agricultural Development Services LLC,,D41D0D88-FD94-4EB3-B318-C353A4DF75DB,,,,,,Monroe,Finger Lakes,,,,Active,"Adult-Use Processing, Adult-Use Distribution",MICROBUS_OUTDOOR,Type 2 - Infusing and Blending,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,,Christine Wildman
OCM-MICR-24-000092,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,06/14/2024 12:00:00 AM,06/14/2024 12:00:00 AM,06/14/2026 12:00:00 AM,OCMMICR-2023-000546,,Agricultural Development Services LLC,,104E7297-999F-4178-8BBC-922F63D0432F,,,,,,Wayne,Finger Lakes,,,,Active,Adult-Use Cultivation,MICROBUS_OUTDOOR,Type 2 - Infusing and Blending,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Christine Wildman
OCM-CULT-24-000069,Adult-Use Cultivator License,OCMCULT,Active,LICACT,05/10/2024 12:00:00 AM,05/10/2024 12:00:00 AM,05/10/2026 12:00:00 AM,OCMCULT-2023-000194,,Ahava Farms LLC,,37130624-1977-4D86-8F88-0083BC8E1673,,,,,,Chenango,Southern Tier,,,www.AhavaFarms.com,Active,Adult-Use Cultivation,CCULT_COMBINATION_T2,,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,,,Moshe Borodkin
